tokenId,domain,metadata.animation_url,metadata.image,metadata.name,metadata.attributes.1.Bottom Fairing,metadata.attributes.2.Chain Cap,metadata.attributes.3.Color,metadata.attributes.4.Exhaust Pipe,metadata.attributes.5.Headlight,metadata.attributes.6.Number Plate,metadata.attributes.7.Pattern,metadata.attributes.8.Side Fairing,metadata.attributes.9.Speedometer,metadata.attributes.10.Top Chassis,metadata.attributes.11.Wheel,metadata.attributes.12.Wheel Fairing,metadata.attributes.13.Windshield,metadata.description
0x33c50187402a293e84dee71280936a046a5ee9edf2ad123ceb95021a8b5128f1,wilder.moto.genesis.4363,ipfs://Qmb9R6KTUB9gXmXQp6pBL3Fkx3JfRHdzDp5tJB8mQSVkAs,ipfs://QmPkT4tUPsWJB5HmDH23FmVJhTFTFEJemBwWWi5JkE491B,Moto #4364,Type 2,Type 2,Freedom,Solo,Base,MT-964,5D,Type 1,Mechanical,Cruiser,Dirt,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x1798e9e8bec04479b0af871cbeeb9ce654e7da065df2e460712874ed95963a77,wilder.moto.genesis.4364,ipfs://QmR8gbq1d5Gcq7mzcoQ87KBesh7LGzitqJG6ZDtDshyAao,ipfs://QmS17oayCM2iA4Fz96atKSnTMJGTpKiHkdoL3CpDhNhupX,Moto #4365,Type 4,Type 2,Rayne,Solo,Base,MM-774,Static,Type 2,Mechanical,Sport,Hyper Sport,Type 2,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x19280d1339d77e417933e2118482ba0dfbd7a86a9e8085eea509a8fe04bed36d,wilder.moto.genesis.4365,ipfs://QmQCk3VrzZADAgkEPakvKhDXLPF7L8gM7pABvRd7jy7kqJ,ipfs://QmTAsMVRhENDAbshmVLtbsxoxLpREpatjAs9AfoQVsxDKZ,Moto #4366,Type 4,Type 1,Flo,Solo,Sport,MM-839,Static,Type 1,Mechanical,Sport,Hyper Sport,Type 2,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x623f422ab68ff4819235650abdee50c336e59dc4c8b27330e7157f6946649408,wilder.moto.genesis.4366,ipfs://QmRM1VZ8Qigh7b8WHb5uvqdSp41QBL2yYWnLXo3JWzoLdz,ipfs://QmNjhBfmxYvCVQt5PLVo1UE4vYNUbNjhVTK8quhf333Ex7,Moto #4367,Type 4,Type 1,Flo,Quad,Sport,VR-928,Spaced Out,Type 6,Sidecar,Digital,Hover,Turbine,Type 7,Type 1,"The ultimate Moto. A futuristic design that can fly like Wilder Crafts, dominating the skies of Wiami. Experience unbound exploration of the tropics over land and water as the air becomes the new normal."
0x8be6ecf14e356b27703f640e5b9093f00ca250e7ad8b2cebaa285329b15fbe02,wilder.moto.genesis.4367,ipfs://QmSoEyc6VKDx1hrCQ1WcYvdY6sQUwJBMqsCATRa5hyXeiS,ipfs://QmTagHd4Xr4KwMoiELUawLTemPEtygYdWhk6bjsjGtLsMz,Moto #4368,Type 3,Type 3,Paradise,Solo,Sport,TT-989,Static,Type 1,Mechanical,Cruiser,Street,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x2e2a481cd9716d5c68bcdc678a2bae3838da34dc17299c695111418b9ac90729,wilder.moto.genesis.4368,ipfs://QmQHvPQqyCSBJGEVhD8mT4Paxsn4TrwXxwoHWNeHTbZCFr,ipfs://Qmbg8W97WwgQxnmWVzLRzvaiN7wtsgupN6QmGREqsS6VGy,Moto #4369,Type 6,Type 3,Q,Solo,Knight,MM-741,Beam,Type 2,Mechanical,Exotic,Blade,Type 6,Type 1,"Be released from the challenges of terrain in this bold experiment from Frank Wilderâs lab. This ultra-stylish and bold Moto hovers inches off the ground, removing any friction standing between Wilders and its top speed."
0x9f5446f0dcc5bf7fadabac1be682e396f323d6dd72f39c994515e14aa3013af7,wilder.moto.genesis.4369,ipfs://QmWrw36HAH1aUVAp5X4gFmDyu4NAED5MPCXSFfUvK9nut7,ipfs://Qmaxt3asKu6m2UWDSwgXdPrtfCsTXnZ6Dykme4V2NqaDLG,Moto #4370,Type 2,Type 1,Hypnosis,Solo,Base,WM-107,Static,Type 2,Sidecar,Mechanical,Sport,Super Sport,Type 2,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x84e0327d30cd8f6022400febba22275a75f0be0a6826c9e3b1998962e3bc4379,wilder.moto.genesis.437,ipfs://QmSBDqer6ED5p5vTA1ynpsHHMTJtSDXnnCbd46nWsP6beJ,ipfs://Qme5qWyGLqfw2ULoVMpqeNqKahrhrV4XBZbQEUSMTjy6JV,Moto #438,Type 1,Type 1,Rayne,Trifecta,Glide,ZZ-647,Level Up,Type 2,Mechanical,Cruiser,Street,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x8239097447be7d70bf1ab4b34924ab1f8e6797027087bb9cf89beb322443fe7e,wilder.moto.genesis.4370,ipfs://QmVZuDZjqMYqmZ2W8idF3JLz5xCwsPYXwNJE7sZ76nDLuW,ipfs://QmZdtRa7syNUbuks3qu3aJ4Smh5bH3fcgUB3Fk4PKCm7fB,Moto #4371,Type 2,Type 3,Rayne,Dual,Sport,ZZ-492,Vibration,Type 5,Mechanical,Cruiser,Dirt,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x8b37a957f444f25b809cb4211a854160b52e09c3bd26d0f90e87a216441e5346,wilder.moto.genesis.4371,ipfs://QmXhDK53XubeAPXzQ7Q8eJS915FTo3Tx66mx9bnA8aR5J9,ipfs://QmdKtLAc6hedvJtXSAqgMnrRR1sMQ3gn8tN7cKBeMSpYzq,Moto #4372,Type 6,Type 1,Freedom,Stacked,Knight,WM-946,Static,Type 1,Digital,Exotic,Blade,Type 5,Type 1,"Be released from the challenges of terrain in this bold experiment from Frank Wilderâs lab. This ultra-stylish and bold Moto hovers inches off the ground, removing any friction standing between Wilders and its top speed."
0x05f5de287b9e77b3c882a0bc0d23c1c6569f5b607448c68af071f1b502acad6a,wilder.moto.genesis.4372,ipfs://QmeFnvndF1NyiG1a9gqh2xSRgLNWwgL1pP4KksneBoaVGD,ipfs://QmVYwUGC1Uy7BusbH14X8TK4wjAADefrBozsoeBm4EhBCo,Moto #4373,Type 1,Type 2,Freedom,Solo,Base,MM-564,Hexo,Type 5,Mechanical,Sport,Super Sport,Type 1,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x3e067d5a4ebc4d412a29c4582959399113062dce4e4f1b80a5be79645aba41bd,wilder.moto.genesis.4373,ipfs://QmbHH2BwubMppm698XBemU2iegExrLmdaF6hAp6x82ZP77,ipfs://QmTvpJUJivk5JvGJTWjrqXXRUkNdqNyJnSHYfaM6fqSQuG,Moto #4374,Type 2,Type 1,Heavy,Dual,Base,VR-840,5D,Type 1,Mechanical,Cruiser,Paddle,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xc31490616f1d8f87f814f9ae218a24a99c1773a461a974b5089a2a9adf894167,wilder.moto.genesis.4374,ipfs://QmS5pAY4c4QD7EYRNzZFyH6ATZsq4SQy2YzgMuzqQzDNpA,ipfs://QmUKigp4yqe9VQuiDn2Q15hAuLSgya1jLjuyQfa4dENCVd,Moto #4375,Type 1,Type 1,Sunshine,Solo,Knight,MT-900,Vibration,Type 2,Mechanical,Sport,Super Sport,Type 1,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x28e78bf13a2b7e1851f414cda1d885b17e36c152e5d190ea070feb362328e1ca,wilder.moto.genesis.4375,ipfs://QmbRrAJTCS7KteBb2LscNwxMK8jX88oDT3XJRVWdRYrQ14,ipfs://QmagcTjq3mafS6aXyRWMfbJB1V5qW4gnbrAA8FHwkhC1Vx,Moto #4376,Type 2,Type 1,Hypnosis,Trifecta,Enduro,WW-312,Static,Type 2,Mechanical,Cruiser,Dirt,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x05e5a81f57b3ecbd01ed5c785f81d5c6f8c22b7ca9811fa1aeed60726d7dd28c,wilder.moto.genesis.4376,ipfs://Qmdp1NwahRhjqxMA9hHssFCgme5v3otp6FopnhjmqBPeN1,ipfs://QmUrDFiZ1hQGpAgFk5idLprzS6D6jTm8KdAQmnr8dWuyXt,Moto #4377,Type 3,Type 1,Hypnosis,Stacked,Base,VR-384,Beam,Type 4,Mechanical,Sport,Super Sport,Type 1,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x8652dcbf86f0172acb6be05784d3ae91ff70aae53bea2267e08a9e8f107cede7,wilder.moto.genesis.4377,ipfs://QmR6kgVk6sDyQ6LFfVFXTq5LwDj2shcag5K19p5hmNrB2c,ipfs://QmX6afMRVekm8FzZFoGXNcjB1LsMaZ6otf4y4yju2p856N,Moto #4378,Type 4,Type 1,Hypnosis,Stacked,Base,ZZ-236,Level Up,Type 1,Digital,Sport,Super Sport,Type 1,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0xde207d2f560632a28a2598e9e93a242b06e4d9f71e73714205d18112300c0a42,wilder.moto.genesis.4378,ipfs://QmPdWEU4szTFAzdLv3N6Jme2mm8av5uw5Yn9mTcGs2mtrN,ipfs://QmehbFGRLZ1LihmPQFASeKf2GsjndopsfJXKnVagoZTxiW,Moto #4379,Type 3,Type 1,Flo,Dual,Base,VR-139,Vibration,Type 2,Mechanical,Cruiser,Street,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xe0875e10a038b3aa335f1a828446135efc9528c5df6ab05eb544981eb97532aa,wilder.moto.genesis.4379,ipfs://QmWivZqGKRHrKysAyS9rBq8fMVL9U4nmPUiYLLrQ8jcUey,ipfs://QmSnDSCdhKgcsPuZcqUkqRFNjUqw7YMrBZeorhh1gFDDPT,Moto #4380,Type 1,Type 1,Rayne,Trifecta,Glide,WM-978,Static,Type 4,Mechanical,Cruiser,Dirt,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xce560fdb8e48d60c5ae8d59abacc4117d9f8193f081aa5e83380cf021e801be8,wilder.moto.genesis.438,ipfs://QmT7b28BFNLCj1LM4oGtuqwqCmBCYPAmZSs7X8smKCfcnj,ipfs://QmPExH4GivwNi3LEbQYcYPVH5Av2c6uXXbQ8sM89Avk4yi,Moto #439,Type 2,Type 1,Paradise,Dual,Glide,ZS-927,Beam,Type 1,Mechanical,Cruiser,Paddle,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x5894a31d555b0a9bde05a3faf7277332e6f44079970fcfb245a85292aa763a11,wilder.moto.genesis.4380,ipfs://QmQuf3ycuJA2fM1FkHfnnu3KoZnFEwrN3KSy1WwfHK5UCZ,ipfs://QmaVzx3ewC8WcZhGKg9Gt3Gcj5o6v366fhk4WPZpgeaBQs,Moto #4381,Type 1,Type 1,Oasis,Solo,Sport,WM-562,5D,Type 1,Digital,Cruiser,Dirt,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xdb91018de53527b7b3b65741974a1a0f9b737b0b48f400c79a2ab6b6bc62dc75,wilder.moto.genesis.4381,ipfs://QmWhUaqf1nLmv9mKM5Zs97TFedma4twCv9hjBjftLrpYWM,ipfs://QmTVvgKnZFBD5UVQVqJBUMSP8558DtgwstY6gpVeodk1GB,Moto #4382,Type 1,Type 1,Hypnosis,Trifecta,Base,MM-175,Static,Type 1,Sidecar,Mechanical,Cruiser,Dirt,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x346b9026a72b9389ea945a8b2ed9536634ce23f800b6c058885f7d9f0fb4824d,wilder.moto.genesis.4382,ipfs://QmUWyQfRH1jtvE82VCHTEE46rPro945dwzokano4mhecdm,ipfs://QmV2j7zs6shsWKtyY3SvpXzggGAYuwTVe3Y1XmD4GxhZ1k,Moto #4383,Type 1,Type 3,Paradise,Trifecta,Knight,ZS-406,Spaced Out,Type 1,Mechanical,Cruiser,Paddle,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xd852fcec19adca04753cb5b406d3775821a9bbe3152b265e862ee727c7cf7458,wilder.moto.genesis.4383,ipfs://QmTetvCPgqDSAnYqB7K6EHzaxEJ2xB6Bfs6nHC1biMEgvD,ipfs://QmNRq6UxwtGK2HGbeHqwbo6NjbmQR1KsV61R6dxNHnSftS,Moto #4384,Type 2,Type 3,Flo,Trifecta,Sport,ZS-925,Static,Type 2,Mechanical,Cruiser,Dirt,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x10243319b247d4609578a1f638fd23616b001ebcc8120a364e820f07bb5b4379,wilder.moto.genesis.4384,ipfs://QmZKS8rNLHujxkvgc5cuAf3EUBZCYtwtaAt4t4so2ov8RR,ipfs://QmRVwG5MSJerRfyM5gC1TiUvsjxo9JegkUE2EoyAtj1AoL,Moto #4385,Type 6,Type 1,Rayne,Solo,Knight,WM-828,5D,Type 2,Mechanical,Exotic,Bladeless,Type 5,Type 1,"Be released from the challenges of terrain in this bold experiment from Frank Wilderâs lab. This ultra-stylish and bold Moto hovers inches off the ground, removing any friction standing between Wilders and its top speed."
0xa59e4c9e7e184b47305843e27b13d890f0a7eb4ab405f0099be505966b7d563d,wilder.moto.genesis.4385,ipfs://QmXgjTW73yqzMWiebE6SJ1ng4supDuqNuZN45DXs7L88x4,ipfs://Qmbim6XzhG86xnWnDhfBT3k58iMHZH4RDu3zVELoSyttKU,Moto #4386,Type 4,Type 1,Hypnosis,Solo,Knight,ZZ-835,Diamond,Type 1,Mechanical,Cruiser,Dirt,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xe7135b5f9888ff5d7b70a33e031ad42fe32e026db4084fbe8b03061b3df43fbc,wilder.moto.genesis.4386,ipfs://QmP5861Kz8rBDH5arRd1hUC78mERtxNtbZePQWz4v5sint,ipfs://QmSgiYuictPP6RTHUDgzAq3vey28pYvA6A4vQMeWtbzVNJ,Moto #4387,Type 1,Type 1,Hypnosis,Solo,Base,MM-652,Hexo,Type 2,Sidecar,Mechanical,Sport,Super Sport,Type 2,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x871e2e04ad4a79ecabdf5c3504fbd3b7b15ac2dd38335cdea762f26415368569,wilder.moto.genesis.4387,ipfs://QmRJodJMy29MMJhjmdYDTMtd5nXwDxqxpQDrHkVo5AdUcH,ipfs://QmTd9J9AXHEeLEo6TVWYKjkUWKccETUekvzWSU47Wgyf9b,Moto #4388,Type 2,Type 1,Hypnosis,Solo,Enduro,MT-414,Beam,Type 2,Mechanical,Cruiser,Paddle,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x5e26483e614cd5678b72420ae480de9b23104fd20628c0481dcb77b6dfbd585f,wilder.moto.genesis.4388,ipfs://Qmeye7gbLUxhwuUVD3pvkt1KrspVxfjchzoK28cjPiA3o8,ipfs://QmYsXVhtTkmkzjPKih16Vh5D5GhvKmRP5q5tTkuAWtPLGe,Moto #4389,Type 5,Type 1,Q,Dual,Knight,WM-716,Quad,Type 2,Mechanical,Cruiser,Dirt,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xac085fd3bea12cd8beee8135a04bf4b6fd90964c32549e3168c288014040fe11,wilder.moto.genesis.4389,ipfs://QmScqTKVXfdAXt4jspq9ARj4avdZDRXuQ2Tc5dLcQKzS9w,ipfs://QmTLugNtiAVxXeDs9tRE9poeAGXc2Bwd3vnStgcDoAksvu,Moto #4390,Type 4,Type 1,Wilderness,Stacked,Base,VR-835,Wonder,Type 2,Mechanical,Cruiser,Paddle,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xd8b2b4505eb99fe581e47eebcc02e8e8195edbb5d0d967cc90dec8da800179d9,wilder.moto.genesis.439,ipfs://QmX7SEh9qxtBPMtQcmrZ62mtro7xx5QJP5ydUVsTNrYZso,ipfs://QmPviFRZ6YfrEjddXrNrNkbRR25jR5L51JSgwULv5k8U89,Moto #440,Type 5,Type 1,Heavy,Stacked,Futura,VR-277,XO,Type 5,Sidecar,Digital,Hover,Turbine,Type 7,Type 2,"The ultimate Moto. A futuristic design that can fly like Wilder Crafts, dominating the skies of Wiami. Experience unbound exploration of the tropics over land and water as the air becomes the new normal."
0x5875902a0f4b89a56d149ed2b71e42b7f84ab39b47723f20b65b169553109b4b,wilder.moto.genesis.4390,ipfs://QmbhR4kyYecfa6525y6TTiAkMyKrmYwtLF4T1gMZxHJDqw,ipfs://QmTW2zCmf8AGzCCCJrGBq1dY1mRUi7wWDRBWUzHp6EUNqP,Moto #4391,Type 6,Type 1,Oasis,Solo,Base,MM-792,Beam,Type 4,Mechanical,Exotic,Bladeless,Type 5,Type 1,"Be released from the challenges of terrain in this bold experiment from Frank Wilderâs lab. This ultra-stylish and bold Moto hovers inches off the ground, removing any friction standing between Wilders and its top speed."
0x1490fe816308e53ac80fd80ae42054167857dbbf8b7daf7e4ad8366c1f04ade9,wilder.moto.genesis.4391,ipfs://QmbSusviGfL62EAnqtuQU5BMqaqihvcHZKktxj1jcjgSh5,ipfs://QmYGoyfrzTew9i9DaZM1mQ9DcHGaQiUKc5g31hvH9jzQwX,Moto #4392,Type 1,Type 1,Hypnosis,Solo,Base,WW-313,Level Up,Type 1,Sidecar,Mechanical,Cruiser,Dirt,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x222d3db20df8e551d59273f2dea3c013978c2d3489357611860c931ce9da952f,wilder.moto.genesis.4392,ipfs://QmUt2bZuycwjWndRMTwZbHczeMKph7k4CewdNhiw5KyjJb,ipfs://QmQAmkfz1WWZ6iEterYWp5dJ16pzKfHRbB2uyqCUjFRefM,Moto #4393,Type 2,Type 2,Hypnosis,Solo,Base,ZZ-976,Diamond,Type 4,Mechanical,Sport,Super Sport,Type 2,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x5052ff6435d89a50cecb98d373cc8ff54c341777f7287fa559aa29906e730440,wilder.moto.genesis.4393,ipfs://QmbCBcmwsT8jvTWdmYyzmbj22qkhVfr1aF2HaBWraGLZUB,ipfs://QmdT1xoKh8i6JM8Dp4aL96rNvatwjPdJPZizGUdyv8qw8Z,Moto #4394,Type 7,Type 2,Hypnosis,Solo,Base,ZZ-399,Distortion,Type 3,Mechanical,Exotic,Blade,Type 5,Type 1,"Be released from the challenges of terrain in this bold experiment from Frank Wilderâs lab. This ultra-stylish and bold Moto hovers inches off the ground, removing any friction standing between Wilders and its top speed."
0xa3bbe77b8334fd4a12bb73557faf5dea12e66a13726d3a3d551aebb6ba25d70d,wilder.moto.genesis.4394,ipfs://QmXLRB1LtzVip7vCx29jA6pWRBqeffF1jGPgWV2ZSJ8Wv4,ipfs://QmeCtrk27AhVPYDVqs3BGaoSMie9QBGhvWsmbHTCNRrGpW,Moto #4395,Type 4,Type 2,Flo,Trifecta,Base,MT-474,Vibration,Type 1,Mechanical,Cruiser,Street,Type 2,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x81622ffa591b9418e41dcfcff3e0a59a39a7e79db82ce20325b5f40a05d59d14,wilder.moto.genesis.4395,ipfs://QmTusRzkZTLbSrkE9uxP8atLqFwgD3Zz8KDQiaBkRM8nG8,ipfs://QmTBvGPfbGW5pa91Hb2qK1NRfrCw5BDAHFz3N4gpAG1qK8,Moto #4396,Type 6,Type 1,Sunshine,Solo,Knight,ZS-364,Level Up,Type 2,Mechanical,Exotic,Bladeless,Type 6,Type 1,"Be released from the challenges of terrain in this bold experiment from Frank Wilderâs lab. This ultra-stylish and bold Moto hovers inches off the ground, removing any friction standing between Wilders and its top speed."
0x1e691710cd0d88c3a67fb1d61be4897142e011aad4c3a12d6ee69f69d9e65a65,wilder.moto.genesis.4396,ipfs://QmRGJYRiFMjSmyk2pVc3N6LeWW9BpG9n9JLeiWgdgRNPZT,ipfs://QmfQtz3XTyNwaFLmaYKUhebyUZwNJxYGMPxx8MqxqcU1uC,Moto #4397,Type 1,Type 1,Flo,Solo,Base,WW-750,Static,Type 2,Digital,Sport,Hyper Sport,Type 3,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x318fdda852d3b4ebb4077248ab4fa19ea41dac2dcbdc209a57527a4677d21f07,wilder.moto.genesis.4397,ipfs://QmcQFczW2Gxusk22KthkC36pWN88ahR6qarGgzii1FM6MG,ipfs://QmR9kuerzDBmfQpwAJ9yZyHsL5XKDmzQpECf8dSHVu3ZtL,Moto #4398,Type 2,Type 2,Paradise,Solo,Base,MT-712,Static,Type 1,Mechanical,Sport,Super Sport,Type 3,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0xcf058c08887939e7b9d72899840bb47366a1561fe3a45ab0406497a3121af95c,wilder.moto.genesis.4398,ipfs://QmNqA7zK324D4p22yP382oLutzUp962trPjFa8yPiPiqpQ,ipfs://QmYga6WpsmArwpgpR3uur1PRFqhoUP3UqH9Tp8si6RNeGk,Moto #4399,Type 3,Type 1,Sunshine,Solo,Base,ZS-215,Hexo,Type 2,Mechanical,Sport,Super Sport,Type 1,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x98151f5243ab52269175af67ffe3e2049aaecde657b60b10f91357a87dcd6aab,wilder.moto.genesis.4399,ipfs://QmT9bDXVwYvJYEV4772s2EyDE2GbXWTXtZG6snQyHdGFK2,ipfs://QmcsJmKu5DnpRUxEYawKU4tYbrWUxGQYpTDheaZjHaqhiX,Moto #4400,Type 7,Type 3,Hypnosis,Solo,Base,VR-349,Level Up,Type 2,Sidecar,Digital,Exotic,Bladeless,Type 6,Type 1,"Be released from the challenges of terrain in this bold experiment from Frank Wilderâs lab. This ultra-stylish and bold Moto hovers inches off the ground, removing any friction standing between Wilders and its top speed."
0xa805f163ade5c4d46a252d3d53d7b547993293858de98f6531fa0cf8b1496a36,wilder.moto.genesis.44,ipfs://QmXNTwsC8gWNXsHLtae96puYtdr62ZxsQHQkLfqnZBLxAb,ipfs://QmQhJu1yzjbcUXsAMutQzDT5X8AC5Df9RASppGrmSV7coW,Moto #45,Type 7,Type 1,Hypnosis,Stacked,Base,ZS-107,Wonder,Type 5,Mechanical,Exotic,Bladeless,Type 5,Type 1,"Be released from the challenges of terrain in this bold experiment from Frank Wilderâs lab. This ultra-stylish and bold Moto hovers inches off the ground, removing any friction standing between Wilders and its top speed."
0x2a85d3bccb88e3154fd4a7baf68a3eb4803f8ac659e15244a7bf5897af025d6c,wilder.moto.genesis.440,ipfs://QmNZmTfF18NWjK8NivY9733XEi3JQ1up9rTbNFeN3EsPxv,ipfs://Qma2fXza3JKDBW63ZMq6FPuS64EG6aUMBJhrdshM4fx1oH,Moto #441,Type 5,Type 1,Hypnosis,Trifecta,Knight,ZZ-715,Diamond,Type 2,Mechanical,Cruiser,Dirt,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x5c5a0bf9c835a8d3b9293ddefe812c953ea4915c2cb4ab7ceae10c84c4d17d6f,wilder.moto.genesis.4400,ipfs://QmRnw4vc9j65B93pEQzbiUbsHzHDSFbu7xt7SwMfagCTsj,ipfs://QmPB6hUhT2MPygoaeURz6TZ9HRVF5iJC3bBgnBq18stcEK,Moto #4401,Type 4,Type 1,Saint,Stacked,Sport,WM-925,Distortion,Type 2,Mechanical,Cruiser,Paddle,Type 3,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0xc39b1d76671d67470d390784c6e25567e35c6b79d42611d2e01fb103d23cf1cb,wilder.moto.genesis.4401,ipfs://QmU5yBXycFukQy6fJP3oVVLR9tcBLptUFGipDFsQjqDuX6,ipfs://QmYCYdrATeEE2t8r186PDDugRVqtsgr3cRA8AzGEPaGSW5,Moto #4402,Type 2,Type 1,Flo,Solo,Sport,ZS-120,Static,Type 4,Digital,Cruiser,Paddle,Type 1,Type 1,"A traditional design with the capability to adapt to a variety of terrain while maintaining a strength for easy riding, even over long distances. Drivers will experience strong and steady control for a smooth, reliable ride."
0x9e7e87f1671c5c17a1e156e29f0aba4266dc31d68462865180cb69f0c193560d,wilder.moto.genesis.4402,ipfs://Qmb4mYQ5X6rqvuERnUoh4yWBcWbgB8T7CKeSeJMoNPTr4f,ipfs://Qmb15L7xscZFsi6HdBQhQzzvuryNs3s3E35BRKUta9zP8M,Moto #4403,Type 5,Type 1,Paradise,Solo,Base,VR-804,Static,Type 4,Digital,Sport,Hyper Sport,Type 3,Type 1,Designed for the racer in all of us looking for the ultimate source of speed and agility. The Sport design offers powerful torque and precise handling to give riders the edge coming out of every corner.
0x9ccf76ecb31e5591b6f24d2ad9dc16e17f7593b8db44235d2582b85dd7e6a769,wilder.moto.genesis.4403,ipfs://QmU4gKyv4djKchxS959aRXSHjGBmuNvWsTa1y2GFUsdq27,ipfs://QmV3g7Yx42bYU56N9f3MSUrWM7jTR5ediDGZACPkR1r9ji,Moto #4404,Type 6,Type 1,Paradise,Stacked,Base,ZZ-870,Static,Type 4,Mechanical,Exotic,Bladeless,Type 5,Type 1,"Be released from the challenges of terrain in this bold experiment from Frank Wilderâs lab. This ultra-stylish and bold Moto hovers inches off the ground, removing any friction standing between Wilders and its top speed."
